HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,Domestic cattle,548,916.159624,277,143.759259,1,1,386.756225,11498.17283,54703.19159,750000,0.0031,20,434,captivity,large,questionable,0.18266,179.4495,306.77,347000,311.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,Nilgai,815,916.159624,255,143.759259,1.5,1,365,5875,54703.19159,180000,0.151687,21.7,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Water buffalo,502,916.159624,311,228,1.375,1,365,37500,54703.19159,725000,0.151687,34.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,311.25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis,Anoa,730,730,300,143.759259,1,1,386.756225,11498.17283,54703.19159,155000,0.151687,36.1,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,mindorensis,Tamaraw,1010.475686,916.159624,300,143.759259,1,0.5,1095,11498.17283,54703.19159,240000,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi,Mountain anoa,1010.475686,916.159624,295,143.759259,1,1,386.756225,11498.17283,54703.19159,150000,0.151687,29.2,671,captivity,tiny,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor,Takin,730,730,210,143.759259,1,1,365,6000,54703.19159,180000,0.151687,21.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,caucasica,West Caucasian tur,1010.475686,916.159624,157,143.759259,1,1.463212,386.756225,3850,54703.19159,70000,0.151687,19.3,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis,East Caucasian tur,1019,914,161,182,1.2,1,386.756225,3787.5,54703.19159,50000,0.151687,20.2,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,745,916.159624,163,167,2,1.463212,386.756225,11498.17283,54703.19159,41000,0.151687,19.1,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus,Domestic goat,406,685,155,160,1.5,1,451,2250,54703.19159,61000,0.0041,20.8,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.45,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,ibex,Ibex,797,1256,169,274,1.1,0.8,489,2850,54703.19159,82500,0.005,20.9,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,nubiana,Nubian ibex,1010.475686,916.159624,150,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,46250,0.151687,22.4,526.0008, pers. comm.,captivity,large,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,pyrenaica,Spanish ibex,548,1096,165,143.759259,1.5,1.463212,386.756225,11498.17283,54703.19159,57500,0.151687,25.213145,526.0008,unknown,tiny,low,0.18266,179.4495,11.830891,13187.90022,308.592247,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Siberian ibex,1010.475686,916.159624,175,143.759259,145879.2187,1.463212,386.756225,3640,54703.19159,130000,0.151687,22.3,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,crispus,Japanese serow,1095,1095,215,143.759259,1,1,548,3510.5,54703.19159,80000,0.151687,24,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,Serow,912,1004,213,143.759259,1,1,386.756225,3500,54703.19159,95000,0.151687,18.5,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis,Bay duiker,578,916.159624,236,143.759259,1,1.463212,386.756225,1610,54703.19159,11600,0.151687,17.5,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,jentinki,Jentinks duiker,1010.475686,916.159624,83.225352,143.759259,1,1.463212,386.756225,4581,54703.19159,70000.3,0.151687,21,671,captivity,tiny,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,natalensis,Natal duiker,1010.475686,916.159624,213,143.759259,1,1.463212,235,955,54703.19159,10000,0.151687,15.2,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,niger,Black duiker,1010.475686,916.159624,128,143.759259,1,1.463212,386.756225,1940,54703.19159,18100,0.151687,14.8,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,nigrifrons,Black-fronted duiker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,13900,0.151687,17.9,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,270,270,230,143.759259,1,1.463212,386.756225,943,54703.19159,13000,0.151687,15.2,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor,Yellow-backed duiker,1010.475686,916.159624,165,38,1,1,306,2400,20512.5,62000,0.151687,22.5,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,weynsi,Weynss duiker,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,15.2,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,zebra,Zebra duiker,1010.475686,916.159624,227,143.759259,1,1.463212,386.756225,1707.5,54703.19159,17500.1,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou,Black wildebeest,763,916.159624,259,228,1,1.463212,386.756225,11000,54703.19159,132250,0.151687,21.8,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,Blue wildebeest,411,912,253,278,1,1,365,18125,54703.19159,164500,0.0026,24.3,671,captivity,large,high,0.18266,179.4495,230.073,196500,311.15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi,639,916.159624,238,143.759259,1,0.6,386.756225,11100,54703.19159,110000,0.151687,23.6,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,Sassaby or blesbok,707,916.159624,243,152,1.2,1.463212,365,6792,54703.19159,84500,0.0056,23,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,1010.475686,916.159624,175,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,15011,0.151687,14.5,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,thomsonii,Thomsons gazelle,365,916.159624,170,102,1,1.5,190,2600,54703.19159,25000,0.151687,20,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,bennettii,Indian gazelle,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,18916.7,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Cuviers gazelle,349,180,171,143.759259,1.5,1.463212,274,11498.17283,54703.19159,17500,0.151687,17.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,dorcas,Dorcas gazelle,730,589,182,82,1,1,338,1650,7000,14500,0.151687,23.7,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.05,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,gazella,Mountain gazelle,476,916.159624,180,88,1,1.5,297,2360,54703.19159,23250,0.151687,18.3,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.65,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,leptoceros,Rhim gazelle,157,916.159624,176,143.759259,1,1.463212,386.756225,4640,54703.19159,48500,0.151687,14.6,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,spekei,Spekes gazelle,511,916.159624,197,143.759259,1,1.463212,205,1253.33,54703.19159,20000,0.151687,25.213145,526.0008,unknown,medium,low,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,subgutturosa,Goitered gazelle,646,746,175,106,1.3,1,386.756225,2625,13500,48500,0.151687,16.3,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,669,916.159624,188,152,1.3,1.463212,246,11498.17283,54703.19159,75000,0.151687,17.3,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jayakari,Arabian tahr,1010.475686,916.159624,164,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,23000,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,Himalayan tahr,547,730,183,151,1,1,365,2000,54703.19159,35200,0.151687,21.8,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,730,814,284,183,1,1.463212,331,15167,54703.19159,225000,0.151687,25.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,Sable antelope,768,1184,271,213,1,1,365,16375,54703.19159,225000,0.151687,22.2,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,771,916.159624,264,213,1,1,365,9000,54703.19159,175333,0.151687,30,671,captivity,large,high,0.18266,179.4495,148.949,100000,311.85,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,403,365,251,189,1,1.3,386.756225,5405,31600,105000,0.151687,21.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,leche,Lechwe,898,1050,229,137,1,1.463212,386.756225,5100,54703.19159,94800,0.151687,25.4,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,megaceros,Nile lechwe,730,730,235,143.759259,1,1,353,5100,54703.19159,90000,0.151687,21.1,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Litocranius,walleri,Gerenuk,359,916.159624,204,241,1,1.463212,241,11498.17283,54703.19159,43500,0.151687,17.3,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,guentheri,Gunthers dik-dik,1010.475686,916.159624,178,84,1,2,386.756225,681.67,2825.5,4550,0.151687,17.5,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,310.95,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Kirks dik-dik,213,304,172,71,1,2,244,600,1780,5000,0.0124,17.3,671,captivity,medium,acceptable,0.18266,179.4495,11.966,4290,312.15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,baileyi,Red goral,1010.475686,916.159624,213,143.759259,1.5,1.463212,386.756225,11498.17283,54703.19159,28863,0.151687,19,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,caudatus,Chinese goral,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,27000,0.151687,20.3,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,Goral,500,500,215,143.759259,1,1,365,2000,54703.19159,31750,0.151687,17.6,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,dama,Dama gazelle,1010.475686,916.159624,208,143.759259,1,1.463212,182,11498.17283,54703.19159,73000,0.151687,19.3,671,captivity,large,acceptable,0.18266,179.4495,11.830891,13187.90022,312.35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,granti,Grants gazelle,251,916.159624,196,143.759259,1,1.463212,386.756225,5602.5,54703.19159,67000,0.151687,19.7,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,soemmerringii,Soemmerings gazelle,640,916.159624,190,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,48500,0.151687,15.5,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,moschatus,Suni,183,183,180,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,6500,0.151687,13.5,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,Royal antelope,1010.475686,916.159624,183,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,2250,0.151687,11.1,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,Mountain goat,912,912,184,122,1.2,1,365,3200,54703.19159,90000,0.151687,20.8,671,captivity,small,acceptable,0.18266,179.4495,46.414,32000,308.592247,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,oreotragus,Klipspringer,365,365,196,137,1,1,365,1130,54703.19159,12000,0.151687,25.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,dammah,Scimitar-horned oryx,639,916.159624,247,143.759259,1,1.463212,386.756225,10317,54703.19159,177500,0.151687,27.5,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
