HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,andersonii,Three spotted tilapia,1460,1460,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2590.5,0.151687,13,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,esculentus,Singida tilapia,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mortimeri,Kariba tilapia,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,8,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,Mozambique mouth-breeder,171,293,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,621.5,0.151687,11,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,niloticus,Nile tilapia,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2400,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Pseudocrenilabrus,philander,Southern mouthbrooder,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,5,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,codringtonii,Green happy,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1215.5,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,giardi,Pink happy,730,730,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1595,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,angusticeps,Thinface cichlid,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1375,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,carlottae,Rainbow happy,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,550,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,macrocephalus,Purpleface largemouth,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,825,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,rendalli,Redbreast tilapia,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1375,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,zillii,Redbelly tilapia,492,492,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,165,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,Animalia,Chordata,Teleostei,Perciformes,Coryphaenidae,Coryphaena,equiselis,Pompano dolphin,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,Animalia,Chordata,Teleostei,Perciformes,Coryphaenidae,Coryphaena,hippurus,Common dolphinfish,197,197,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,22000,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,Animalia,Chordata,Teleostei,Perciformes,Elassomatidae,Elassoma,zonatum,Banded pygmy sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,3,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,Animalia,Chordata,Teleostei,Perciformes,Embiotocidae,Amphistichus,argenteus,Barred surfperch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1100,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,Animalia,Chordata,Teleostei,Perciformes,Embiotocidae,Cymatogaster,aggregata,Shiner perch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,8,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,Animalia,Chordata,Teleostei,Perciformes,Embiotocidae,Embiotoca,jacksoni,Black perch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,385,0.151687,10,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,Animalia,Chordata,Teleostei,Perciformes,Embiotocidae,Hyperprosopon,ellipticum,Silver surfperch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,7,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,Animalia,Chordata,Teleostei,Perciformes,Epigonidae,Epigonus,telescopus,Telescope cardinal,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,104,22,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,Animalia,Chordata,Teleostei,Perciformes,Gempylidae,Rexea,brevilineata,Short-lined escolar,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,15,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,Animalia,Chordata,Teleostei,Perciformes,Gempylidae,Rexea,solandri,Silver gemfish,1825,1460,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,8800,0.151687,16,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,Animalia,Chordata,Teleostei,Perciformes,Gempylidae,Thyrsites,atun,Atun,1003,1003,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3300,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,Animalia,Chordata,Teleostei,Perciformes,Gobiesocidae,Gastrocyathus,gracilis,New Zealand slender clingfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,Animalia,Chordata,Teleostei,Perciformes,Gobiesocidae,Gastroscyphus,hectoris,Hectors clingfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,Animalia,Chordata,Teleostei,Perciformes,Gobiesocidae,Haplocylix,littoreus,Giant clingfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,Animalia,Chordata,Teleostei,Perciformes,Gobiesocidae,Trachelochismus,melobesia,Striped clingfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Clevelandia,ios,Arrow goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,3,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Crystallogobius,linearis,Crystal goby,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,1,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Eucyclogobius,newberryi,Tidewater goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,1,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Eviota,sigillata,Pygmy goby,36,36,83.225352,143.759259,135,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,0.16,667,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Gobiosoma,robustum,Code goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,1,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Gobius,niger,Black goby,292,292,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,5,526.0008,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Gobius,paganellus,Rock goby,912,912,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Gobiusculus,flavescens,Twospotted goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,2,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Lebetus,scorpioides,Diminutive goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,2,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Lepidogobius,lepidus,Bay goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Lesueurigobius,friesii,Fries goby,730,730,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,11,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Neogobius,melanostomus,Round goby,730,1277,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,lozanoi,Lozanos goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,2,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,marmoratus,Marbled goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,2,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,minutus,Freckled goby,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,3,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,pictus,Painted goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,2,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Thorogobius,ephippiatus,Leopard-spotted goby,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,Animalia,Chordata,Teleostei,Perciformes,Haemulidae,Haemulon,sciurus,Bluestriped grunt,730,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,412.5,0.151687,12,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,Animalia,Chordata,Teleostei,Perciformes,Haemulidae,Orthopristis,chrysoptera,Pigfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,500,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,Animalia,Chordata,Teleostei,Perciformes,Harpagiferidae,Harpagifer,antarcticus,Antarctic spiny plunderfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,Animalia,Chordata,Teleostei,Perciformes,Istiophoridae,Istiophorus,platypterus,Atlantic sailfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,55110,0.151687,13,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,Animalia,Chordata,Teleostei,Perciformes,Istiophoridae,Makaira,nigricans,Black spearfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,93500,0.151687,28,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,Animalia,Chordata,Teleostei,Perciformes,Labridae,Centrolabrus,exoletus,Rock cook,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,Animalia,Chordata,Teleostei,Perciformes,Labridae,Ctenolabrus,rupestris,Goldsinny wrasse,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,8,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labroides,dimidiatus,Cleaner fish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus,bergylta,Ballan wrasse,2737,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2392.5,0.151687,29,523,unknown,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus,merula,Brown wrasse,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,17,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,Animalia,Chordata,Teleostei,Perciformes,Labridae,Notolabrus,celidotus,Spotty,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,Animalia,Chordata,Teleostei,Perciformes,Labridae,Semicossyphus,pulcher,California sheephead,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,53,520,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus,melops,Corkwing wrasse,912,912,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
