HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
2244,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika,0,0,28,0,3,0,0,9.6,0,120,0,9.4,671,captivity,small,acceptable,0,0,0,0,0,671978
2245,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,347,0,30,28,3,2,30,9,81.1,100,0.0376,7,671,captivity,small,acceptable,0,0,0.932,109,313.25,3.64E+35
2246,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,pusilla,Steppe pika,31,0,30,22,8,3,0,9,0,262.5,0,0,0,unknown,small,low,0,0,0,0,0,4.34E+11
2247,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,Short-nosed elephant shrew,0,0,0,0,1.8,6,75,0,0,44.3,0,0,0,unknown,small,low,0,0,0.244,45.3,310.65,3.64E+19
2248,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,edwardii,Cape elephant shrew,0,0,0,0,1.8,0,0,11.9,0,50,0,0,0,unknown,small,low,0,0,0.303,49.9,310.75,36420671978
2249,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew,335,183,52,38,1.6,0,67,10,0,52,0,9.3,671,captivity,small,acceptable,0,0,0.29,46.5,310.35,3.64E+16
2250,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,0,0,76,0,2.5,2,0,0,0,48,0,7.2,671,captivity,small,acceptable,0,0,0.288,49,310.25,3.64E+16
2251,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,50,50,61,23,1,5,84,10.6,29,58,0.0481,7.9,671,captivity,small,acceptable,0,0,0.317,53,310.45,3.64E+26
2252,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,44,0,65,19,1.6,0,0,7,0,40,0,8.7,671,captivity,medium,acceptable,0,0,0.292,39,309.35,3.64E+23
2253,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Four-toed elephant shrew,0,0,0,0,1.2,2,0,31,0,210,0,0,0,unknown,small,low,0,0,0.852,208,310.65,3.64E+19
2254,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,38,0,42,15,1,4,81,80,180,540,0,11,671,captivity,small,acceptable,0,0,0,0,0,4.34E+14
2255,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Checkered elephant shrew,0,0,0,0,1.9,4,0,0,0,370,0,0,0,unknown,small,low,0,0,0,0,0,434671978
2256,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Monito del monte,730,730,0,0,3,0,365,0,0,24.05,0,0,0,unknown,small,low,0,0,0,0,308.3,4.34E+12
2257,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,548,548,17,106,2,0,365,0,0,1250,0,22.6,671,captivity,small,acceptable,0,0,1.931,1030.3,307.15,3.64E+13
2258,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,548,548,22,200,1,0,730,0.379,400,3500,0.013,49.5,671,captivity,medium,acceptable,0,0,2.327,2909,303.85,3.64E+32
2259,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,Long-nosed echidna,0,0,10,152,1,0,0,0,400,7500,0,41.2,671,captivity,tiny,acceptable,0,0,6.493,11848.6,303.95,3.64E+16
2260,Animalia,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Southern marsupial mole,0,0,0,0,1,0,0,0,0,53.25,0,0,0,unknown,small,low,0,0,0,0,0,434542
2261,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,kalubu,New Guinea spiny bandicoot,0,0,13,0,2.1,0,120,0,0,650,0,0,0,unknown,small,low,0,0,0,0,308.15,4.35E+12
2262,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed echymipera,0,0,0,0,2.2,0,0,0,0,1250,0,3.1,671,captivity,small,acceptable,0,0,2.255,886.6,308.05,3.64E+13
2263,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot,0,0,12,0,2.6,0,0,0,0,485,0,6.7,671,captivity,tiny,acceptable,0,0,0.837,428,306.95,3.64E+13
2264,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,122,200,12,60,4,3,58,0.1883,100,1600,0.0145,6.8,671,captivity,small,acceptable,0,0,3.202,1551,309.05,3.64E+25
2265,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,210,0,15,62,2.73,2,140,0.35,125,700,0.0135,6.5,671,captivity,small,acceptable,0,0,1.238,717,307.05,3.64E+16
2266,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot,120,0,12,0,1.8,0,0,0,100,226,0,5.8,671,captivity,small,acceptable,0,0,0,0,0,522671978
2267,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,91,152,12,60,2,4,65,0.25,136.7,766,0.0142,6.1,671,captivity,medium,acceptable,0,0,1.902,695,308.35,3.64E+19
2268,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,135,0,12,66,2.7,0,53,0.245,150,859,0,5.6,671,captivity,small,acceptable,0,0,1.763,645,309.25,36420522671
2269,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Peroryctes,raffrayana,Raffray's bandicoot,90,150,0,0,3,0,0,0,0,675,0,3.2,671,captivity,small,questionable,0,0,0,0,0,434671
2270,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Rabbit-bandicoot or bilby,150,0,17,110,2,4,175,0,0,1300,0,9.6,671,captivity,medium,acceptable,0,0,2.4,1245.5,308.15,3.64E+19
2271,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,asinus,African wild ass,708,1005,359,0,1,0,0,30000,0,164998,0,47,671,captivity,large,high,0,0,164.92,177500,0,3.64E+20
2272,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse,914,973,337,274,1,1,548,38000,0,300000,0,57,"Richard Miller, pers. comm.",captivity,large,high,0.0002,4,0,0,311.45,2.27E+76
2273,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra,1278,1461,406,259,1,0,575,40000,0,384000,0,31,671,captivity,large,high,0,0,0,0,0,4.34E+22
2274,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,hemionus,Kulan,1157,1187,339,456,1,1,458,0,0,230000,0,31.6,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+11
2275,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,kiang,Kiang,0,0,299,0,0,0,0,0,0,275000,0,30.1,671,captivity,medium,acceptable,0,0,0,0,0,434455671
2276,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga,900,900,365,395,1,1,556,32000,205000,280000,0.0038,38,671,captivity,large,high,0,0,0,0,0,4.34E+23
2277,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain zebra,1009,1279,362,304,1,1,670,35000,0,296000,0,33.2,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+14
2278,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,1643,1643,515,365,1,0,1009,52500,0,2175000,0,45,671,captivity,large,high,0,0,0,0,0,4.34E+18
2279,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,2738,0,236,502,1,0,1278,23000,0,1260000,0,32.8,671,captivity,tiny,acceptable,0,0,0,0,0,4.34E+17
2280,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,1826,2254,474,634,1,0,1059,36500,0,1100000,0.0033,49,671,captivity,medium,acceptable,0,0,0,0,312.15,4.34E+21
2281,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,Javan rhinoceros,1278,0,502,548,1,0,0,0,0,1750000,0,0,0,unknown,small,low,0,0,0,0,0,4.35E+11
2282,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,1678,2557,479,456,1,0,850,58000,885812,1602330,0,43.5,671,captivity,medium,acceptable,0,0,0,0,310.55,4.34E+18
2283,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir,1095,1095,392,183,1,0,730,6500,0,250000,0,36.5,671,captivity,medium,acceptable,0,0,0,0,309.95,4.34E+19
2284,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's tapir,0,0,401,0,1,1,0,9400,0,300000,0,29.6,671,captivity,medium,acceptable,0,0,0,0,0,610671
2285,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain tapir,0,0,398,0,1,0,0,4270,0,148950,0,28.5,671,captivity,small,acceptable,0,0,0,0,0,455610671
2286,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir,1095,1095,398,289,1,0,0,6000,86260,250000,0,39.6,"John Gramieri, pers. comm.",captivity,large,high,0,0,0,0,309.65,4.34E+12
2287,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,crassicaudata,Indian pangolin,0,0,67,0,1,1,365,350,0,13014.7,0,0,0,unknown,small,low,0,0,6.923,15910,306.55,3.64E+16
2288,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,Chinese pangolin,0,0,0,87,1,1,365,92.5,0,2350,0,0,0,unknown,tiny,low,0,0,3.727,3637.5,306.55,3.64E+16
2289,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,torquatus,Maned three-toed sloth,0,0,150,0,1,0,0,0,0,3875,0,0,0,unknown,small,low,0,0,0,0,0,4.34E+14
2290,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,Pale-throated three-toed sloth,1642,1095,141,38,1,1,0,179,0,4250,0,0,0,unknown,small,low,0,0,0,0,0,4.34E+17
2291,Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,Silky anteater,0,0,135,152,1,0,0,0,0,266,0,0,0,unknown,tiny,low,0,0,0.636,240,306.15,3.64E+13
2292,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,1279,1644,279,152,1,1,616,356,0,6250,0.002,36.8,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+23
2293,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,730,1095,350,21,1,1,456,402,0,6250,0,41,"John Gramieri, pers. comm.",captivity,medium,acceptable,0,0,3.891,4005.2,307.55,3.64E+23
2294,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,1186,1186,184,56,1,1,0,1600,0,28500,0.0088,31,671,captivity,medium,acceptable,0,0,14.543,30600,305.65,3.64E+26
2295,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern tamandua,0,0,163,0,0,1,0,0,0,4500,0,16,671,captivity,tiny,acceptable,0,0,5.124,3884.2,305.15,3.64E+13
2296,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern tamandua,365,0,160,0,1,1,0,0,0,4500,0,19,671,captivity,medium,acceptable,0,0,5.015,3500,306.65,3.64E+19
2298,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,azarae,Azara's night monkey,0,0,0,234,1,1,365,0,0,1230,0,30,774,captivity,small,acceptable,0,0,0,0,0,681774978
2299,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,lemurinus,Lemurine night monkey,0,0,135,76,1,1,365,98,0,874,0,33.8,671,captivity,medium,acceptable,0,0,0,0,0,671681978
2300,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,Northern night monkey,821,730,142,77,1,1,269,88.5,360,800,0,30.1,671,captivity,medium,acceptable,0,0,2.499,914.5,311.15,3.64E+28
2301,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,vociferans,Noisy night monkey,0,0,0,0,1,0,0,0,0,873,0,22.1,671,captivity,small,acceptable,0,0,0,0,0,671730978
2302,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,Black howler monkey,1167,928,187,195,1,1,338,187.5,0,5462.5,0,32.4,671,captivity,medium,acceptable,0,0,0,0,0,1.94E+27
2303,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,guariba,Brown howler monkey,0,0,0,0,0,0,0,0,0,5540,0,0,0,unknown,small,low,0,0,0,0,0,467671
2304,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled howler monkey,1095,1278,186,433,1,1,384,409,1100,7000,0,24,671,captivity,small,acceptable,0,0,11.464,4670,309.15,3.64E+28
2305,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,pigra,Mexican black howler monkey,0,0,187,0,1,0,0,480,0,7000,0,0,0,unknown,small,low,0,0,0,0,0,4.22E+14
2306,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,sara,Bolivian red howler monkey,0,0,0,0,0,0,0,0,0,6611,0,0,0,unknown,tiny,low,0,0,0,0,0,671730
2307,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,seniculus,Red howler monkey,1475,0,190,372,1,1,424,263,0,6543.2,0,25,671,captivity,small,acceptable,0,0,0,0,0,1.43E+12
2308,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,belzebuth,White-bellied spider monkey,1461,1826,184,0,1,0,1095,0,0,7535,0,37,671,captivity,small,acceptable,0,0,0,0,0,4.34E+14
2309,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,chamek,Chamek spider monkey,0,0,0,0,0,0,0,0,0,6000,0,42.8,671,captivity,medium,acceptable,0,0,0,0,0,436671730
2310,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,fusciceps,Brown-headed spider monkey,1515,1826,227,410,1,0,882,400,0,7000,0,46,671,captivity,large,acceptable,0,0,0,0,0,4.34E+26
2311,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,geoffroyi,Central American spider monkey,1825,1826,232,821,1,0,970,426,2000,7267.5,0,47.1,671,captivity,large,acceptable,0,0,0,0,0,4.34E+27
2312,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,marginatus,White-whiskered spider monkey,0,0,0,0,0,0,0,0,0,6000,0,44,671,captivity,tiny,acceptable,0,0,0,0,0,6717301125
2313,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,Black spider monkey,1516,1280,229,795,1,0,1072,452.5,3790,7887.5,0,46,671,captivity,medium,acceptable,0,0,0,0,0,1.08E+32
2314,Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,arachnoides,Woolly spider monkey or muriqui,2738,0,232,662,1,0,730,0,0,11170,0,40,1091,wild,medium,acceptable,0,0,0,0,0,4.34E+25
2315,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Humboldt's woolly monkey,2555,1520,223,352,1,0,639,300,0,7650,0,32,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+23
2316,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico,goeldii,Goeldi's monkey,365,395,153,77,1,1,179,48.15,215,555,0.0097,22.2,671,captivity,large,high,0,0,0,0,309.15,4.34E+37
2317,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,geoffroyi,Geoffroy's marmoset,0,0,0,0,0,0,0,0,0,342,0,17.6,671,captivity,large,acceptable,0,0,0,0,0,6717301142
2318,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,jacchus,White-tufted-ear marmoset,477,382,144,62,2,2,169,26.5,86.67,255.2,0.0172,22.8,671,captivity,large,high,0,0,0.848,190,309.15,3.62E+83
2319,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,kuhlii,Weid's black-tufted-ear marmoset,0,0,0,0,0,0,0,0,0,342,0,20,671,captivity,medium,acceptable,0,0,0,0,0,671730
2320,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,penicillata,Black-pencilled marmoset,0,0,0,0,2,0,0,0,0,307,0,15.4,671,captivity,medium,acceptable,0,0,0,0,0,671681
2321,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Pygmy marmoset,684,638,125,91,2,0,171,16,70,124,0,18.6,671,captivity,large,high,0,0,0.599,110.7,308.35,3.64E+36
2322,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked tamarin,546,730,147,91,1.8,1,202,39.9,0,456.5,0,24.9,671,captivity,medium,acceptable,0,0,0,0,0,3.22E+26
2323,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,Black-mantled tamarin,850,0,140,82,1.8,3,251,43.5,175,519.2,0.0079,20.2,671,captivity,tiny,acceptable,0,0,0,0,0,4.34E+23
2324,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysomelas,Golden-headed lion tamarin,0,0,0,0,2,0,0,0,0,535,0,21.3,671,captivity,large,acceptable,0,0,0,0,0,5.12E+12
2325,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysopygus,Golden-rumped lion tamarin,0,0,0,0,0,0,0,0,0,570,0,17.9,671,captivity,medium,questionable,0,0,0,0,0,434671
2326,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Golden lion tamarin,547,730,128,131,2,2,189,55.3,165,654.5,0.0077,31.6,671,captivity,large,high,0,0,0,0,0,4.34E+33
2327,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,argentatus,Silvery marmoset,304,334,144,120,2,3,213,35.1,0,343.2,0.0059,16.5,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+20
2328,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,humeralifer,Tassel-eared marmoset,304,334,144,0,2,0,0,34.5,0,355.8,0,15,671,captivity,small,acceptable,0,0,0,0,0,4.34E+11
2329,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,bicolor,Brazilian bare-faced tamarin,0,0,160,0,1.63,0,0,0,0,495.8,0,19,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+11
2330,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's tamarin,548,0,142,56,2,0,241,46.03,0,499.3,0,20.5,671,captivity,medium,acceptable,0,0,1.305,225,0,3.64E+25
2331,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor tamarin,546,730,145,0,2,0,0,47,0,518.5,0,23.7,671,captivity,large,high,0,0,0,0,0,3.21E+11
2332,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,labiatus,Red-chested mustached tamarin,0,0,147,227,1.9,1,299,42.33,0,501.3,0,20.5,671,captivity,medium,acceptable,0,0,0,0,0,4.56E+17
2333,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,leucopus,Silvery-brown bare-face tamarin,0,0,142,0,2,0,0,44,0,490,0,15.2,671,captivity,small,acceptable,0,0,0,0,0,671681978
2334,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,midas,Midas tamarin,608,0,127,71,2,1,207,40,0,553.8,0,21,671,captivity,large,high,0,0,0,0,0,4.34E+29
2335,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mystax,Black-chested mustached tamarin,486,540,145,171,2,0,168,46.9,0,543.5,0,20,671,captivity,small,acceptable,0,0,0,0,0,5.94E+19
2336,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Cotton-top tamarin,548,550,178,52,1.9,1,244,39.36,105,445.5,0.0102,26.2,671,captivity,large,high,0,0,0,0,0,3.21E+38
2338,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,albifrons,White-fronted capuchin,1310,1310,158,274,1,1,547,233,0,2467.5,0,40.4,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+29
2339,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,White-faced capuchin,1505,2921,162,521,1,0,803,230,1350,2655,0,54,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+38
2340,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,olivaceus,Weeping capuchin,2190,0,162,740,1,0,792,0,0,2552.5,0,47,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+20
2341,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,boliviensis,Bolivian squirrel monkey,0,0,158,0,1,0,0,0,0,615,0,30.3,671,captivity,large,acceptable,0,0,0,0,0,671730978
2342,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,oerstedii,Central American squirrel monkey,0,0,161,0,1,0,0,0,0,788.5,0,0,0,unknown,tiny,low,0,0,0,0,0,467671978
2343,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,South American squirrel monkey,1003,1826,161,177,1,1,365,107,403,925,0.0125,30.2,671,captivity,large,high,0,0,4.429,836.7,311.15,3.66E+58
2344,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin,1703,0,158,307,1.5,1,671,239.7,1000,2642.5,0,46,671,captivity,large,high,0,0,0,0,0,3.83E+29
2345,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey,0,0,0,108,1,0,0,221,0,4702.5,0,27,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+17
2346,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's monkey,0,0,0,0,1,1,485,0,0,4700,0,24.1,671,captivity,medium,acceptable,0,0,0,0,0,4.55E+11
2347,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's monkey,0,0,0,0,1,0,0,0,0,5250,0,26,671,captivity,small,acceptable,0,0,0,0,0,671730978
2348,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,solatus,Sun-tailed monkey,1734,0,0,0,1,1,548,0,0,5405,0,0,0,unknown,small,low,0,0,0,0,0,4.68E+11
2349,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile mangabey,0,0,0,0,0,0,0,0,0,8000,0,31,671,captivity,tiny,acceptable,0,0,0,0,0,671730
2350,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,Tana River mangabey,2267,0,175,365,1,0,0,0,2170,9467.5,0,0,0,unknown,tiny,low,0,0,0,0,0,4.34E+23
2351,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey,973,0,167,0,1,1,457,0,0,9492.5,0,46,671,captivity,medium,acceptable,0,0,0,0,0,2.16E+17
2352,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,1642,0,147,182,1,1,540,371,0,3705,0,31.2,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+17
2353,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,1095,0,180,365,1,0,0,0,0,3600,0,30,671,captivity,small,acceptable,0,0,0,0,0,4.34E+14
2354,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,1460,0,172,365,1,0,821,340,0,3585,0,36,671,captivity,small,acceptable,0,0,0,0,0,4.55E+17
2355,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,Diana monkey,1962,0,0,365,1,1,365,475,0,4550,0,35.1,671,captivity,medium,acceptable,0,0,0,0,0,4.68E+14
2356,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied monkey,0,0,0,0,1,0,0,0,0,3250,0,24,671,captivity,tiny,acceptable,0,0,0,0,0,467671978
2357,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced monkey,0,0,0,0,0,0,0,0,0,4425,0,28.6,671,captivity,small,acceptable,0,0,0,0,0,467671
2358,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,1673,1673,132,315,1,0,515,366.4,0,9000,0,37.8,671,captivity,medium,acceptable,0,0,19.276,8648.7,310.65,3.64E+40
2359,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,Mona monkey,0,0,0,0,1,0,0,284,0,4500,0,30,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+11
2360,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,1611,2555,177,395,1,1,365,260,1640,5945,0,30.8,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+23
2361,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,1460,0,172,0,1,0,719,406,0,5465,0,31,671,captivity,small,acceptable,0,0,0,0,0,4.68E+11
2362,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,Lesser white-nosed monkey,0,0,0,0,1,0,0,0,0,3650,0,29,671,captivity,medium,acceptable,0,0,0,0,0,467671978
2363,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,1460,0,165,0,1,0,730,340,0,3580,0,27,671,captivity,small,acceptable,0,0,0,0,0,467671
2364,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,Wolf's monkey,0,0,0,0,1,0,0,435,0,3390,0,24,"John Gramieri, pers. comm.",captivity,small,acceptable,0,0,0,0,0,467978
2365,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet,1034,1825,162,182,1,1,357,314,1036,5620,0,30.8,671,captivity,medium,acceptable,0,0,0,0,309.95,5.91E+24
2366,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan colobus,0,0,0,0,1,0,0,0,0,8625,0,35.3,671,captivity,medium,acceptable,0,0,0,0,0,467671
2367,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,1461,2192,175,377,1,1,365,397.8,1600,9950,0,35,671,captivity,large,high,0,0,17.037,10623.6,310.15,3.64E+38
