HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
2368,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus,1642,730,185,270,1,1,442,708.5,1240,9525,0,33.9,671,captivity,small,acceptable,0,0,0,0,0,4.34E+32
2369,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey,956,1400,167,162,1,1,357,504.5,1950,7750,0,28.3,671,captivity,medium,acceptable,0,0,5.958,3000,312.45,3.62E+28
2370,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,1460,0,181,233,1,0,584,425,2170,9317.5,0,36,671,captivity,small,acceptable,0,0,0,0,0,4.34E+23
2371,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,1186,2099,177,299,1,1,558,479,2300,9275,0,29.2,671,captivity,medium,acceptable,0,0,0,0,0,1.43E+18
2372,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam macaque,0,0,0,0,0,0,0,0,0,9100,0,31.4,671,captivity,medium,acceptable,0,0,0,0,0,467671
2373,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,1238,1544,165,242,1,1,431,320,848.4,6362.5,0,39,671,captivity,large,acceptable,0,0,0,0,310.75,9.52E+77
2374,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque,1483,1369,174,366,1.5,0,514,496,1767,8882.5,0,38.5,671,captivity,large,high,0,0,0,0,0,9.53E+45
2375,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque,1825,0,165,507,1,1,669,389.5,0,5575,0,33,671,captivity,small,acceptable,0,0,0,0,0,6.72E+11
2376,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey,1231,2007,165,292,1,1,444,464,1454,8235,0.0012,40,1074,captivity,large,high,0.02,15,0,0,310.45,2.59E+186
2377,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Pigtail macaque,1125,1095,172,324,1,1,405,462.5,1416.5,7912.5,0.0015,37.6,671,captivity,large,acceptable,0,0,0,0,0,1.52E+56
2378,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque,1490,0,176,365,1,1,540,461,0,7965,0,34,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+27
2379,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,ochreata,Booted macaque,0,0,0,0,0,0,0,0,0,3950,0,29,671,captivity,tiny,acceptable,0,0,0,0,0,467671
2380,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque,1295,1795,161,304,1,1,365,394,2000,6755,0,30,671,captivity,medium,acceptable,0,0,0,0,0,9.39E+30
2381,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque,1429,2511,176,365,1,1,503,407,0,7875,0,40,671,captivity,large,high,0,0,0,0,0,4.34E+30
2382,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque,1460,0,152,396,1,1,547,446,0,4370,0,29.3,671,captivity,small,acceptable,0,0,0,0,0,4.34E+20
2383,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,1399,2007,164,213,1.5,1,365,450,2420,10875,0,29.1,671,captivity,large,high,0,0,0,0,0,4.34E+27
2384,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Tibetan macaque,0,0,170,571,1,0,730,525,2400,10300,0,27,671,captivity,tiny,acceptable,0,0,0,0,0,4.34E+17
2385,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean macaque,0,0,173,0,0,0,0,0,0,11950,0,28.4,671,captivity,medium,acceptable,0,0,0,0,0,467671
2386,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,1277,0,179,487,1,1,448,772,0,18250,0,39,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+17
2387,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,1186,0,173,354,1,1,532,613,3000,23000,0,40,671,captivity,large,high,0,0,0,0,0,4.22E+24
2388,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Talapoin,1395,2008,169,130,1,1,1096,203.8,450,1384.5,0,27.7,671,captivity,medium,acceptable,0,0,0,0,0,1.74E+23
2389,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,1460,0,166,213,1.25,1,540,490,2000,14617.5,0.0018,25.1,671,captivity,small,acceptable,0,0,0,0,0,4.34E+20
2390,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,1514,1762,171,300,1,1,568,814,3950,18000,0.0026,37.5,671,captivity,large,high,0.06,4,21.095,12670.8,311.15,9.37E+139
2391,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,comata,Grizzled leaf monkey,0,0,0,0,1,0,0,0,0,6695,0,0,0,unknown,small,low,0,0,0,0,0,467671
2392,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Mitred leaf monkey,0,0,0,0,1,0,0,0,0,6540,0,20,671,captivity,small,acceptable,0,0,0,0,0,4.34E+11
2393,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,thomasi,North Sumatran leaf monkey,0,0,0,0,0,0,0,0,0,6690,0,0,0,unknown,small,low,0,0,0,0,0,671730
2394,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Douc langur,1460,0,171,330,1,1,365,393.5,0,9720,0,26,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+11
2395,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,bieti,Black snub-nosed monkey,0,0,170,0,0,0,0,427,0,9960,0,0,0,unknown,small,low,0,0,0,0,0,671681978
2396,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,0,0,199,0,1,0,0,0,0,14750,0,29.5,671,captivity,small,acceptable,0,0,0,0,0,467671978
2397,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162,1886,192,342,1,1,514,500,2100,13516.5,0,29,671,captivity,medium,acceptable,0,0,0,0,0,1.85E+32
2398,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey,0,0,0,0,1,0,0,0,0,12000,0,34,671,captivity,tiny,acceptable,0,0,0,0,0,671679
2399,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278,0,211,250,1,0,784,432.33,1100,7081.8,0,26.1,671,captivity,small,acceptable,0,0,0,0,0,4.34E+23
2400,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391,2190,168,433,1,0,740,464,3900,16200,0,36,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+27
2401,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,auratus,Javan langur,0,0,0,0,0,0,0,0,0,9720,0,31.1,671,captivity,medium,acceptable,0,0,0,0,0,671978
2402,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey,1461,0,0,365,1,0,0,0,0,6185,0,28.3,671,captivity,medium,acceptable,0,0,0,0,0,4.36E+17
2403,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,Fran?ois's leaf monkey,1460,0,0,398,0,0,0,457,0,7325,0,26.3,671,captivity,medium,acceptable,0,0,0,0,0,671681
2404,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,geei,Golden leaf monkey,0,0,0,0,1,0,0,0,0,8100,0,0,0,unknown,small,low,0,0,0,0,0,671679
2405,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461,0,145,365,1,0,0,300,0,7080,0,33.9,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+23
2406,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,0,0,167,309,1,1,456,0,0,8400,0,28.3,671,captivity,tiny,acceptable,0,0,0,0,0,671681978
2407,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey,0,0,0,0,0,0,0,0,0,11450,0,25.2,671,captivity,small,acceptable,0,0,0,0,0,671730
2408,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur,365,365,65,47,2.2,0,0,18.1,0,395,0,13.4,671,captivity,small,questionable,0,0,0,0,0,4.34E+29
2409,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365,0,61,0,22.2,1,365,19,0,380,0,29,1301,captivity,medium,acceptable,0,0,1.088,300,311.15,3.61E+45
2410,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243,243,61,37,2,1,73,6,0,64.8,0.0362,18.2,671,captivity,medium,acceptable,0,0,0,0,0,1.43E+109
2411,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,rufus,Brown mouse lemur,0,0,61,40,2.5,0,73,6.5,0,55.5,0,0,0,unknown,small,low,0,0,0,0,0,1.64E+17
2412,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312,275,89,136,1.8,1,365,14.8,0,311.2,0,17.4,671,captivity,small,acceptable,0,0,0,0,0,1.64E+26
2413,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur,0,0,174,0,1,0,0,0,0,400,0,25,671,captivity,small,acceptable,0,0,0,0,0,4.34E+11
2414,Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882,0,165,0,1,1,760,109,0,2277.5,0,32.3,1301,captivity,small,acceptable,0,0,0,0,0,4.34E+30
2415,Animalia,Chordata,Mammalia,Primates,Galagidae,Euoticus,elegantulus,Western needle-clawed galago,0,0,122,60,1,0,182,0,0,315,0,0,0,unknown,small,low,0,0,1.205,261.5,0,36436542
2416,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,moholi,South African galago,146,372,124,0,1.4,2,182,12.3,0,169.2,0,16.6,671,captivity,medium,acceptable,0,0,0.285,170,0,3.64E+30
2417,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago,240,300,126,89,1.5,2,225,12.2,100,192.2,0.0169,17.1,671,captivity,medium,acceptable,0,0,0.764,171.5,311.05,3.68E+42
2418,Animalia,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,256,270,111,50,1.1,1,365,7.5,0,60,0,13.4,671,captivity,small,acceptable,0,0,0.372,62.4,0,1.36E+20
2419,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Greater galago,495,639,130,138,1.5,1,119,43.2,500,1094.5,0,22.7,671,captivity,medium,acceptable,0,0,2.595,993.5,309.75,3.66E+37
2420,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago,600,600,132,140,1,1,365,46,0,1300,0,20,1301,captivity,medium,acceptable,0,0,3.927,1314,309.15,3.64E+20
2421,Animalia,Chordata,Mammalia,Primates,Galagidae,Paragalago,zanzibaricus,Zanzibar galago,265,365,120,0,1.3,2,0,14.1,0,146.8,0,0,0,unknown,small,low,0,0,0,0,0,4.34E+14
2422,Animalia,Chordata,Mammalia,Primates,Galagidae,Sciurocheirus,alleni,Allen's squirrel galago,243,274,133,0,1.3,1,365,24,0,273,0,0,0,unknown,small,low,0,0,0,0,0,4.34E+17
2423,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla,2829,4015,256,834,1,0,1397,2061.4,12595,139842,0.0008,60.1,1151,captivity,large,acceptable,0,0,0,0,308.65,5.93E+72
2424,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,Human,4745,5110,280,639,1,0,639,3312.5,11750,62035,0.0005,122.5,29,captivity,huge,high,0.0002,8,82.78,70000,310.15,2.13E+141
2425,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,3194,0,232,635,1,0,1825,1331,8500,39925,0,55,671,captivity,tiny,acceptable,0,0,0,0,0,1.08E+50
2426,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,3376,2920,229,1111,1,0,840,1821,8500,44983.5,0.0007,59.4,671,captivity,large,acceptable,0.04,8,0,0,308.85,8.60E+217
2427,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan,2555,2555,249,1003,1,0,1414,1736.5,11000,64475,0.0009,59,671,captivity,large,acceptable,0,0,0,0,0,5.98E+67
2428,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,hoolock,Hoolock gibbon,2556,0,0,709,1,0,1080,0,0,6875,0,41,671,captivity,small,acceptable,0,0,0,0,0,4.55E+11
2429,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,agilis,Agile gibbon,0,0,0,724,1,0,1138,0,0,5925,0,49,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+11
2430,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon,0,0,213,335,1,0,0,0,0,5900,0,37,671,captivity,tiny,acceptable,0,0,0,0,0,671679978
2431,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,2555,1825,217,600,1,0,1095,307.2,1070,6810,0.002,56,"John Gramieri, pers. comm.",captivity,large,high,0,0,0,0,0,4.34E+29
2432,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon,0,0,243,724,1,0,730,0,0,6207.5,0,45,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+17
2433,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon,0,0,207,0,1,0,1080,0,0,5765,0,60,1079,captivity,medium,acceptable,0,0,0,0,0,4.34E+15
2434,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon,0,0,228,0,1,0,0,0,0,5735,0,38,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+11
2435,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,concolor,Crested gibbon,3080,0,207,724,1,0,821,0,0,6852.5,0,46.1,671,captivity,small,acceptable,0,0,0,0,0,4.34E+17
2436,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,leucogenys,White-cheeked gibbon,0,0,0,0,0,0,0,497,0,6000,0,44.1,671,captivity,small,acceptable,0,0,0,0,0,4.35E+12
2437,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,2190,2190,231,642,1,0,607,517,0,10900,0,43,671,captivity,small,acceptable,0,0,0,0,0,4.34E+33
2438,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,diadema,Diademed sifaka,1186,913,157,277,1,0,745,145,0,5550,0,21,540,wild,small,questionable,0,0,0,0,0,4.34E+26
2439,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,tattersalli,Golden-crowned sifaka,1642,0,0,155,0,0,0,98,0,3545,0,20,671,captivity,small,questionable,0,0,0,0,0,671681
2440,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912,912,148,150,1,1,537,72.25,0,5000,0,31,1091,wild,medium,acceptable,0,0,3.738,3350,309.15,3.64E+53
2441,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,608,0,126,0,1.24,1,0,70,0,1645,0,27,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+18
2442,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur,509,633,118,0,1.1,2,548,73,0,2485,0,35.5,671,captivity,medium,acceptable,0,0,4.239,2374.1,309.65,3.66E+44
2443,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur,540,266,120,0,1.4,1,365,70.1,0,2467,0,37.5,"Thomas Brockmann, pers. comm.",captivity,medium,acceptable,0,0,0,0,0,4.34E+17
2444,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,650,1065,120,0,1,1,0,62,0,1555,0,36.2,671,captivity,medium,acceptable,0,0,0,0,0,4.34E+24
2445,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646,1350,120,0,1,0,0,76.5,0,2191.5,0,31.7,1301,captivity,medium,acceptable,0,0,0,0,0,4.34E+18
2446,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,aureus,Golden bamboo lemur,0,0,142,135,1,1,365,0,0,1455,0,0,0,unknown,small,low,0,0,0,0,0,4.68E+11
2447,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur,880,1346,145,0,1.1,1,335,50.4,0,1012.5,0,23.3,671,captivity,small,acceptable,0,0,0,0,0,4.34E+36
2448,Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,595,912,135,152,1.1,1,365,70.6,0,2555,0,37.3,671,captivity,large,high,0,0,0,0,0,1.08E+42
2449,Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur,0,0,142,0,1,1,0,0,0,1737.5,0,17.6,671,captivity,small,acceptable,0,0,0,0,0,4.34E+17
2450,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,609,650,98,0,2.2,0,0,109.73,0,3601.3,0,37.5,1301,captivity,small,acceptable,0,0,0,0,0,9781301
2451,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,variegata,Ruffed lemur,605,649,98,0,1.9,1,365,107.17,0,3482.3,0,39.4,1301,captivity,large,high,0,0,0,0,0,4.34E+31
2452,Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,Weasel sportive lemur,592,546,135,85,1,1,0,27,0,700,0,0,0,unknown,small,low,0,0,0,0,0,4.34E+20
2453,Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed sportive lemur,595,0,136,122,1,0,0,0,0,779,0,0,0,unknown,small,low,0,0,0,0,0,671681978
2454,Animalia,Chordata,Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279,270,133,115,1,2,137,26.1,160,257.5,0.0061,13,671,captivity,small,acceptable,0,0,0.731,206,309.15,3.64E+34
2455,Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,Slender loris,380,365,166,150,1.3,2,288,11,139,238.2,0,21.6,1301,captivity,small,acceptable,0,0,0.714,284,308.65,3.64E+35
2456,Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris,578,0,188,177,1,1,492,48.2,520,890.5,0,25.8,671,captivity,medium,acceptable,0,0,1.504,1128.6,308.55,3.64E+32
2457,Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273,0,188,133,2,0,448,23,0,419,0,19.3,1301,captivity,medium,acceptable,0,0,0,0,0,4.68E+12
2458,Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,547,547,170,0,1,1,354,38.3,0,919.9,0.0125,32.4,1301,captivity,small,acceptable,0,0,1.942,968.6,309.25,3.64E+46
2459,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,calvus,Red uakari,1204,0,182,639,1,0,776,0,0,3165,0,35.8,671,captivity,small,acceptable,0,0,0,0,0,4.34E+20
2460,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,melanocephalus,Black uakari,0,0,0,639,1,0,0,0,0,2935,0,0,0,unknown,small,low,0,0,0,0,0,455467671
2461,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460,0,160,0,1,0,0,0,0,2910,0,20,671,captivity,small,acceptable,0,0,0,0,0,4.34E+17
2462,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460,0,160,0,1,0,0,0,0,2942.5,0,19.6,671,captivity,tiny,acceptable,0,0,0,0,0,4.34E+20
2463,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,aequatorialis,Equatorial saki,0,0,0,0,0,0,0,0,0,1200,0,0,0,unknown,small,low,0,0,0,0,0,434436467
2464,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,irrorata,Gray monk saki,0,0,0,0,0,0,0,0,0,1200,0,0,0,unknown,tiny,low,0,0,0,0,0,434671
2465,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,monachus,Monk saki,0,0,0,0,1,0,0,120.67,0,1780,0,25,671,captivity,tiny,acceptable,0,0,0,0,0,4.34E+20
2466,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,775,1460,158,122,1,1,319,0,0,1480,0,36,671,captivity,large,high,0,0,0,0,0,4.34E+23
2467,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi,0,0,132,206,1,1,395,74,0,1120,0,26.4,671,captivity,medium,acceptable,0,0,0,0,0,671681978
2468,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi,0,0,0,0,1,0,0,0,0,795,0,25,671,captivity,medium,acceptable,0,0,0,0,0,671730978
2469,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,912,0,163,244,1,1,365,86,0,804,0,26.2,671,captivity,tiny,acceptable,0,0,0,0,0,4.34E+15
2470,Animalia,Chordata,Mammalia,Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier,0,0,179,83,1,0,0,25.9,0,119.2,0,16,671,captivity,tiny,acceptable,0,0,0.43,113,306.95,3.64E+31
2471,Animalia,Chordata,Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier,920,0,178,80,1,2,270,24.6,0,122.5,0,16.3,671,captivity,small,acceptable,0,0,0,0,0,4.34E+20
2472,Animalia,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,Spectral tarsier,425,425,157,69,1,2,153,24.3,0,144.8,0,0,0,unknown,small,low,0,0,0.831,173,309.15,3.64E+34
2473,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant,3287,3287,644,548,1,0,1141,107000,0,3178000,0,65.5,671,captivity,large,acceptable,0,0,2336.5,3672000,308.95,2.36E+62
2474,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant,4018,3650,670,1071,1,0,1707,105000,600000,4800000,0.0003,65,671,captivity,large,acceptable,0.002,8,0,0,309.35,2.43E+59
2475,Animalia,Chordata,Mammalia,Rodentia,Abrocomidae,Abrocoma,bennettii,Bennett's chinchilla rat,0,0,0,0,3,2,0,0,0,265.5,0,2.3,671,captivity,small,acceptable,0,0,0,0,0,434455671
2476,Animalia,Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia,rufa,Mountain beaver,730,730,29,56,2.75,1,365,25.5,393,1125,0.0288,0,0,unknown,small,low,0,0,1.892,706.8,311.15,3.64E+23
2477,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,anselli,Ansell's mole-rat,365,365,0,0,0,0,0,0,0,90,0.006,20.6,"Philip Dammann and Hynek Burda, pers. comm.",captivity,medium,acceptable,0,2,0,0,0,5.34E+11
2478,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511,0,93,83,2.5,1,0,9,0,180,0,15.5,"Bruce Goldman, pers. comm.",captivity,medium,acceptable,0,0,0.418,131.3,308.35,3.64E+13
2479,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,hottentotus,African mole rat,450,0,81,46,2.86,2,132,8.63,26.1,132.5,0,11,671,captivity,small,questionable,0,0,0.35,78.9,307.55,3.64E+16
2480,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,mechowi,Giant mole-rat,0,0,112,65,2.6,0,112,19.6,0,250,0.006,16,957,captivity,medium,questionable,0,0,0,0,307.15,5.31E+15
2481,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,capensis,Cape mole-rat,304,304,44,17,5,2,0,8.4,36,181,0,11.2,671,captivity,tiny,questionable,0,0,0.637,193,309.55,3.64E+13
2482,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Silvery mole-rat,0,0,88,0,2,1,0,7,0,160,0,0,0,unknown,small,low,0,0,0.43,88.5,308.25,3.64E+11
2483,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,228,0,70,36,7,4,81,2,11,35,0.0046,31,"Rochelle Buffenstein, pers. comm.",captivity,large,high,0,0,0.128,35.3,305.25,5.37E+148
2484,Animalia,Chordata,Mammalia,Rodentia,Calomyscidae,Calomyscus,bailwardi,Mouse-like hamster,0,0,0,0,3.3,1,0,0,0,20.4,0,9.4,671,captivity,small,acceptable,0,0,0,0,0,455610671
2485,Animalia,Chordata,Mammalia,Rodentia,Calomyscidae,Calomyscus,mystax,Afghan mouse-like hamster,0,0,0,0,5,2,0,0,0,20.4,0,0,0,unknown,small,low,0,0,0,0,0,4.56E+11
2486,Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Desmarest's hutia,304,304,125,100,2,0,0,240,0,4683.3,0.008,13.8,671,captivity,small,acceptable,0,0,3.375,2630,308.85,3.64E+22
2487,Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Geocapromys,brownii,Brown's hutia,365,0,123,0,2,2,168,0,0,1500,0,13.5,671,captivity,small,acceptable,0,0,4.11,2456,309.15,3.64E+16
2488,Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Geocapromys,ingrahami,Bahamian hutia,730,730,117,53,1,0,325,80,250,660,0.0124,0,0,unknown,small,low,0,0,1.483,775,309.15,3.64E+19
2489,Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Plagiodontia,aedium,Hispaniolan hutia,0,0,119,0,1,0,0,105.85,0,1267,0.0092,15.9,671,captivity,small,acceptable,0,0,0,0,0,4.34E+14
